CountryOrTerritory,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1863A,SPO.IT1863A_5_nephelometry_2007-01-01_00:00:00,41.759443999999995,14.208888999999997,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,31.50684932,100,31.50684932,15
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1961A,SPO.IT1961A_5_BETA_2012-10-05_00:00:00,46.314779999999999,8.2559199999999997,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,45.75342466,100,45.75342466,11
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1804A,SPO.IT1804A_5_nephelometry_2006-02-01_00:00:00,41.484170000000006,14.047219999999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,55.61643836,100,55.61643836,119
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1996A,SPO.IT1996A_5_BETA_2010-04-30_00:00:00,40.256388999999992,8.7730560000000004,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,7.12328767,100,7.12328767,32
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1453A,SPO.IT1453A_5_BETA_2004-01-01_00:00:00,45.371943999999985,11.841944,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,95.89041096,100,95.89041096,70
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1619A,SPO.IT1619A_5_BETA_2004-05-04_00:00:00,46.030833000000001,11.905832999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.63013699,100,98.63013699,54
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1665A,SPO.IT1665A_5_BETA_2009-04-01_00:00:00,40.45888999999999,18.116109999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,89.04109589,100,89.04109589,31.7
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1848A,SPO.IT1848A_5_BETA_2007-01-15_00:00:00,45.589999999999996,11.037780000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.90410959,100,98.90410959,35
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2010A,SPO.IT2010A_5_BETA_2012-01-01_00:00:00,40.831388999999994,8.4052779999999991,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.35616438,100,98.35616438,35.6
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0063A,SPO.IT0063A_5_BETA_2000-05-05_00:00:00,42.939166999999991,10.534166999999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,97.26027397,100,97.26027397,35
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0507A,SPO.IT0507A_5_BETA_2001-01-01_00:00:00,46.714920000000006,11.654079999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.45205479,100,99.45205479,27
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0740A,SPO.IT0740A_5_BETA_2000-06-22_00:00:00,45.655000000000001,10.20083,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.45205479,100,99.45205479,58.4396
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0753A,SPO.IT0753A_5_nephelometry_beta_2002-03-23_00:00:00,45.891469999999998,10.84449,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,95.61643836,100,95.61643836,35
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0771A,SPO.IT0771A_5_BETA_2000-01-03_00:00:00,45.804439999999992,9.0836100000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,94.52054795,100,94.52054795,60.2
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0840A,SPO.IT0840A_5_BETA_2000-02-03_00:00:00,45.284721999999995,9.8641670000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,85.20547945,100,85.20547945,70.085
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1114A,SPO.IT1114A_5_gravi_2002-11-01_00:00:00,45.139110000000002,7.0500600000000011,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,92.60273973,100,92.60273973,32
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1309A,SPO.IT1309A_5_BETA_2006-01-01_00:00:00,40.928332999999995,9.5016669999999994,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,92.05479452,100,92.05479452,34
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1529A,SPO.IT1529A_5_gravi_2010-01-01_00:00:00,44.38174999999999,7.5381999999999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,97.26027397,100,97.26027397,44
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1598A,SPO.IT1598A_5_BETA_2005-04-01_00:00:00,41.628329999999991,15.909439999999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,92.60273973,100,92.60273973,29.8
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1613A,SPO.IT1613A_5_BETA_2008-10-01_00:00:00,40.460555559999996,17.26333,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,91.78082192,100,91.78082192,33.4
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1681A,SPO.IT1681A_5_BETA_2008-01-01_00:00:00,43.66028,11.901669999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,83.83561644,100,83.83561644,17
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1963A,SPO.IT1963A_5_BETA_2012-05-08_00:00:00,45.430219999999991,7.2454000000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,83.01369863,100,83.01369863,13
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2073A,SPO.IT2073A_5_BETA_2010-02-16_00:00:00,44.539439999999999,10.79139,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.98630137,100,96.98630137,48
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1618A,SPO.IT1618A_5_BETA_2004-05-01_00:00:00,40.634166669999992,17.947769999999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.08219178,100,98.08219178,37.3
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1865A,SPO.IT1865A_5_BETA_2007-01-01_00:00:00,44.996940000000002,11.070830000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,88.49315068,100,88.49315068,50.9
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2019A,SPO.IT2019A_5_BETA_2011-02-08_00:00:00,41.453890000000001,15.547779999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,90.1369863,100,90.1369863,35.2
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0864A,SPO.IT0864A_5_BETA_2007-05-09_00:00:00,42.289169999999999,12.414999999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,100,100,100,42
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1187A,SPO.IT1187A_5_BETA_1998-08-01_00:00:00,43.840833000000003,10.573889000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,91.78082192,100,91.78082192,49
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1692A,SPO.IT1692A_5_BETA_2007-04-21_00:00:00,45.47833,9.23583,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.63013699,100,98.63013699,71.2
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0707A,SPO.IT0707A_5_BETA_2000-07-03_00:00:00,45.690277999999992,9.6438890000000015,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,92.05479452,100,92.05479452,60.0718
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0865A,SPO.IT0865A_5_BETA_2008-03-14_00:00:00,41.595278,12.653611,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,97.80821918,100,97.80821918,33
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1163A,SPO.IT1163A_5_BETA_2010-01-01_00:00:00,44.472219999999993,11.416390000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.35616438,100,98.35616438,47
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1184A,SPO.IT1184A_5_BETA_2010-06-25_00:00:00,41.53138899999999,12.946111,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.45205479,100,99.45205479,42
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1186A,SPO.IT1186A_5_BETA_1998-08-01_00:00:00,43.883888999999996,10.245000000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,97.53424658,100,97.53424658,47
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1464A,SPO.IT1464A_5_BETA_2006-01-01_00:00:00,45.497499999999995,9.5563889999999994,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,93.42465753,100,93.42465753,71.1238
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1646A,SPO.IT1646A_5_BETA_2002-04-01_00:00:00,45.081991889999991,9.7138899999999992,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.71232877,100,96.71232877,56.6103
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1670A,SPO.IT1670A_5_BETA_2005-01-19_00:00:00,44.139167,12.239167,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.71232877,100,96.71232877,41
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1870A,SPO.IT1870A_5_BETA_2008-01-24_00:00:00,45.290000000000006,11.643056,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.45205479,100,99.45205479,56
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2097A,SPO.IT2097A_5_BETA_2012-01-01_00:00:00,44.149999999999999,10.926111000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,93.97260274,100,93.97260274,17
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2139A,SPO.IT2139A_5_BETA_2013-01-01_00:00:00,40.645829999999989,17.960550000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,87.12328767,100,87.12328767,30.6
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2142A,SPO.IT2142A_5_BETA_2013-01-01_00:00:00,41.546659999999996,15.44083,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,83.28767123,100,83.28767123,30.9
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2179A,SPO.IT2179A_5_BETA_2013-04-23_00:00:00,45.730809999999998,7.3099100000000004,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Not valid,Verified,37.53424658,100,37.53424658,46
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0544A,SPO.IT0544A_5_BETA_2004-09-01_00:00:00,44.823889999999999,9.8302799999999984,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.98630137,100,96.98630137,39
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1510A,SPO.IT1510A_5_gravi_2004-01-01_00:00:00,45.930340000000001,8.5654800000000009,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.7260274,100,99.7260274,32
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1610A,SPO.IT1610A_5_BETA_2009-01-01_00:00:00,40.423329999999993,17.225280000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,95.34246575,100,95.34246575,31.4
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1679A,SPO.IT1679A_5_BETA_2009-01-01_00:00:00,40.537779999999998,17.42389,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.90410959,100,98.90410959,28.6
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0991A,SPO.IT0991A_5_BETA_2010-07-02_00:00:00,41.729999999999997,13.338330000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.7260274,100,99.7260274,67
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1594A,SPO.IT1594A_5_BETA_2004-01-14_00:00:00,46.141390000000008,12.216939999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.17808219,100,99.17808219,34
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1841A,SPO.IT1841A_5_BETA_2006-12-04_00:00:00,41.797779999999989,12.606940000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.71232877,100,96.71232877,50
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0906A,SPO.IT0906A_5_BETA_1999-10-01_00:00:00,46.167221999999995,9.8705560000000006,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.43835616,100,96.43835616,58.8045
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT0983A,SPO.IT0983A_5_BETA_2012-01-01_00:00:00,45.73583,7.3241699999999996,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,100,100,100,43
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1273A,SPO.IT1273A_5_BETA_2005-01-01_00:00:00,39.208611000000005,8.3900000000000006,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.16438356,100,96.16438356,34.06
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1523A,SPO.IT1523A_5_BETA_2005-04-20_00:00:00,44.908929999999991,8.2054600000000004,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.90410959,100,98.90410959,52
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1648A,SPO.IT1648A_5_BETA_1999-01-01_00:00:00,45.727220000000003,9.1258300000000006,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,95.34246575,100,95.34246575,60.9622
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1672A,SPO.IT1672A_5_BETA_2004-10-07_00:00:00,44.299722000000003,10.430278000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,93.69863014,100,93.69863014,15
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1904A,SPO.IT1904A_5_gravi_2009-01-02_00:00:00,44.763350000000003,9.0524299999999993,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.45205479,100,99.45205479,25
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1916A,SPO.IT1916A_5_BETA_2008-09-23_00:00:00,44.013055999999999,12.42,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,96.98630137,100,96.98630137,32
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1947A,SPO.IT1947A_5_BETA_2009-07-14_00:00:00,39.066666999999995,9.0088889999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,98.90410959,100,98.90410959,37.1
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2058A,SPO.IT2058A_5_BETA_2013-01-01_00:00:00,41.134700000000002,16.84526,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,84.93150685,100,84.93150685,28.8
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT2098A,SPO.IT2098A_5_BETA_2013-01-20_01:00:00,45.60222000000001,9.276110000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,90.4109589,100,90.4109589,75
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1661A,SPO.IT1661A_5_gravi_2009-01-01_00:00:00,44.154722,9.9186110000000003,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,99.45205479,100,99.45205479,32.7
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1928A,SPO.IT1928A_5_BETA_2009-02-25_00:00:00,44.283888999999995,12.332222000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,92.60273973,99.70501475,92.87671233,45
Italy,2013,2019-02-08T08:42:56.403333Z,STA.IT1967A,SPO.IT1967A_5_BETA_2012-10-09_00:00:00,46.168609999999994,9.8802799999999991,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2013-01-01,2014-01-01,Valid,Verified,85.75342466,100,85.75342466,53.2
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT2180A,SPO.IT2180A_5_gravi_2014-12-24_00:00:00,41.484487999999999,14.481163000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Not valid,Verified,6.57534247,100,6.57534247,23
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT1800A,SPO.IT1800A_5_nephelometry_2006-02-01_00:00:00,42.001109999999983,14.993609999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Not valid,Verified,60.54794521,100,60.54794521,40
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT2206A,SPO.IT2206A_5_BETA_2015-01-01_00:00:00,37.022485999999994,14.344965,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Not valid,Verified,52.87671233,100,52.87671233,31.700001
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT0813A,SPO.IT0813A_5_BETA_2017-01-01_00:00:00,37.068690999999987,14.258953,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Not valid,Verified,24.93150685,100,24.93150685,37.200001
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT0815A,SPO.IT0815A_5_BETA_2006-12-31_00:00:00,37.062215999999992,14.284217999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Not valid,Verified,33.69863014,100,33.69863014,41.400002
Italy,2017,2019-04-02T16:35:30.436666Z,STA.IT1082A,SPO.IT1082A_5_BETA_1996-08-01_00:00:00,38.151699999999991,13.331559000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Not valid,Verified,64.93150685,87.77777778,73.97260274,39.59765264
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT1798A,SPO.IT1798A_5_gravi_2014-01-01_00:00:00,41.554167,14.674721999999997,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Not valid,Verified,69.8630137,100,69.8630137,29
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT0611A,SPO.IT0611A_5_BETA_2005-08-01_00:00:00,37.182373999999996,15.128831,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,92.60273973,100,92.60273973,26.89999999
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT1518A,SPO.IT1518A_5_gravi_2006-12-27_00:00:00,45.438309999999994,8.6206099999999992,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,98.35616438,100,98.35616438,61
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT1735A,SPO.IT1735A_5_BETA_2005-07-04_00:00:00,45.000278000000002,9.0094440000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,96.98630137,100,96.98630137,61.044995
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT1771A,SPO.IT1771A_5_BETA_2009-03-20_00:00:00,44.650609999999993,10.906330000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,94.79452055,100,94.79452055,64
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT1790A,SPO.IT1790A_5_BETA_2006-05-30_00:00:00,46.162499999999994,12.360833,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,99.45205479,100,99.45205479,24
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT2216A,SPO.IT2216A_5_BETA_2015-01-01_00:00:00,40.914630000000002,14.298660000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,90.1369863,100,90.1369863,62
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT0267A,SPO.IT0267A_5_BETA_2005-04-07_00:00:00,45.329443999999995,9.4147219999999994,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,99.45205479,100,99.45205479,76.05166199
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT0771A,SPO.IT0771A_5_BETA_2000-01-03_00:00:00,45.804439999999992,9.0836100000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,96.98630137,100,96.98630137,65.69999699
