CountryOrTerritory,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Pollutant,AggregationType,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT1868A,SPO.IT1868A_5_BETA_2004-12-27_00:00:00,45.160556,10.795556000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,96.98630137,100,96.98630137,71.75372799
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT1871A,SPO.IT1871A_5_BETA_2008-01-08_00:00:00,45.226666999999992,11.665833000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,95.06849315,100,95.06849315,73
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT1997A,SPO.IT1997A_5_BETA_2009-01-01_00:00:00,38.190607999999997,15.249112,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,94.24657534,100,94.24657534,29.200001
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT2031A,SPO.IT2031A_5_BETA_2009-12-14_00:00:00,39.068080000000002,17.114170000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,84.38356164,100,84.38356164,43.53
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT2092A,SPO.IT2092A_5_BETA_2014-12-31_00:00:00,38.675800000000002,16.09825,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,95.34246575,100,95.34246575,34.2
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT2110A,SPO.IT2110A_5_BETA_2014-12-15_00:00:00,39.489629999999998,16.386800000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,93.69863014,100,93.69863014,31.78999999
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT2213A,SPO.IT2213A_5_BETA_2015-01-01_00:00:00,40.710989999999995,14.702439999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,86.57534247,100,86.57534247,47.5
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT2214A,SPO.IT2214A_5_BETA_2015-01-01_00:00:00,40.740399999999994,14.64345,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,82.19178082,100,82.19178082,77.7
Italy,2015,2019-02-08T08:42:56.403333Z,STA.IT2229A,SPO.IT2229A_5_gravi_2015-01-01_00:00:00,44.110939999999992,9.9550300000000007,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,96.43835616,100,96.43835616,39.5
Italy,2015,2019-11-20T18:54:33.026666Z,STA.IT0461A,SPO.IT0461A_5_BETA_2002-09-01_00:00:00,43.633330000000001,13.387499999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,92.60273973,99.41176471,93.15068493,57.10833332
Italy,2015,2019-11-20T18:54:33.026666Z,STA.IT0852A,SPO.IT0852A_5_TEOM_2011-01-01_00:00:00,44.425559999999997,8.8261099999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,92.05479452,100,92.05479452,28.90916666
Italy,2015,2019-11-20T18:54:33.026666Z,STA.IT1365A,SPO.IT1365A_5_BETA_2000-01-02_00:00:00,42.581940000000003,12.623610000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,98.63013699,100,98.63013699,66
Italy,2015,2019-11-20T18:54:33.026666Z,STA.IT1504A,SPO.IT1504A_5_nephelometry_2003-07-03_00:00:00,40.683889999999998,14.76972,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,85.20547945,93.11377246,91.50684932,55.91249999
Italy,2015,2019-11-20T18:54:33.026666Z,STA.IT1901A,SPO.IT1901A_5_BETA_2008-01-01_00:00:00,43.352779999999981,12.576389999999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,95.61643836,100,95.61643836,42
Italy,2015,2019-11-20T18:54:33.026666Z,STA.IT2100A,SPO.IT2100A_5_BETA_2013-01-01_00:00:00,43.133056000000003,12.205833,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,98.08219178,100,98.08219178,41
Italy,2015,2019-11-20T18:54:33.026666Z,STA.IT2182A,SPO.IT2182A_5_BETA_2014-09-30_00:00:00,46.510049999999993,13.474790000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2015-01-01,2016-01-01,Valid,Verified,88.76712329,100,88.76712329,22.29999
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1243A,SPO.IT1243A_5_BETA_2006-01-01_00:00:00,40.710279999999997,8.5513899999999996,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,94.79452055,100,94.79452055,30.7
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1923A,SPO.IT1923A_5_BETA_2006-06-11_00:00:00,45.04889,9.6933299999999978,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,95.89041096,100,95.89041096,51
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0470A,SPO.IT0470A_5_BETA_2011-11-16_00:00:00,45.104070000000007,7.6953400000000007,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,91.78082192,100,91.78082192,82
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0721A,SPO.IT0721A_5_BETA_2005-05-24_00:00:00,44.63604999999999,10.904730000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.08219178,100,98.08219178,52
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0740A,SPO.IT0740A_5_BETA_2000-06-22_00:00:00,45.655000000000001,10.20083,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,95.34246575,100,95.34246575,55.785444
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0825A,SPO.IT0825A_5_BETA_2005-12-01_00:00:00,41.947499999999991,12.469720000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.17808219,100,99.17808219,51
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0953A,SPO.IT0953A_5_BETA_1997-10-01_00:00:00,41.932777999999992,12.506944000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.17808219,100,99.17808219,42
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0956A,SPO.IT0956A_5_BETA_2005-04-28_00:00:00,41.857777999999989,12.568611000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.17808219,100,99.17808219,55
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1594A,SPO.IT1594A_5_BETA_2004-01-14_00:00:00,46.141390000000008,12.216939999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.08219178,100,98.08219178,30
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1610A,SPO.IT1610A_5_BETA_2009-01-01_00:00:00,40.423329999999993,17.225280000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,97.80821918,100,97.80821918,32.1
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1614A,SPO.IT1614A_5_BETA_2004-05-01_00:00:00,40.411940000000001,17.28389,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,94.24657534,100,94.24657534,34.5
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1618A,SPO.IT1618A_5_BETA_2004-05-01_00:00:00,40.634166669999992,17.947769999999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,93.97260274,100,93.97260274,35.6
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1650A,SPO.IT1650A_5_BETA_2003-12-09_00:00:00,45.626943999999995,9.0241670000000003,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,96.16438356,100,96.16438356,55.3
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1737A,SPO.IT1737A_5_BETA_2006-01-01_00:00:00,45.515277999999995,10.219443999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,91.23287671,100,91.23287671,58
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1920A,SPO.IT1920A_5_BETA_2009-03-19_00:00:00,44.541209999999992,10.818899999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.17808219,100,99.17808219,47
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT2012A,SPO.IT2012A_5_BETA_2010-06-01_00:00:00,41.875556000000003,12.345000000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,94.52054795,100,94.52054795,42
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT2073A,SPO.IT2073A_5_BETA_2010-02-16_00:00:00,44.539439999999999,10.79139,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,97.53424658,100,97.53424658,41
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT2097A,SPO.IT2097A_5_BETA_2012-01-01_00:00:00,44.149999999999999,10.926111000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,92.05479452,100,92.05479452,18
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT2118A,SPO.IT2118A_5_gravi_2013-12-13_00:00:00,44.401859999999992,7.8146300000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,97.80821918,100,97.80821918,47
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0507A,SPO.IT0507A_5_BETA_2001-01-01_00:00:00,46.714920000000006,11.654079999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,100,100,100,23
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0742A,SPO.IT0742A_5_BETA_2000-06-01_00:00:00,45.63944,10.385830000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.7260274,100,99.7260274,47.799992
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0884A,SPO.IT0884A_5_BETA_2008-11-03_00:00:00,42.157778,11.908611000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,94.52054795,100,94.52054795,19
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0889A,SPO.IT0889A_5_BETA_2005-08-30_00:00:00,41.725000000000001,13.009444000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.45205479,100,99.45205479,60
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1112A,SPO.IT1112A_5_BETA_2003-01-30_00:00:00,45.95777799999999,12.618611,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.08219178,100,98.08219178,50.0709
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1187A,SPO.IT1187A_5_BETA_1998-08-01_00:00:00,43.840833000000003,10.573889000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,94.52054795,100,94.52054795,60
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1204A,SPO.IT1204A_5_BETA_2009-01-01_00:00:00,44.420000000000002,12.225555999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,96.43835616,100,96.43835616,46
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1286A,SPO.IT1286A_5_BETA_2001-01-09_00:00:00,45.305278000000008,9.4855560000000008,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,95.61643836,100,95.61643836,63
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1519A,SPO.IT1519A_5_gravi_2002-01-01_00:00:00,44.412229999999994,8.1695100000000007,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.63013699,100,98.63013699,42
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1557A,SPO.IT1557A_5_BETA_2014-01-01_00:00:00,43.519999999999989,10.321667,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,95.61643836,100,95.61643836,25
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1582A,SPO.IT1582A_5_BETA_2012-05-30_00:00:00,45.136119999999991,8.4451699999999992,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,95.89041096,100,95.89041096,53
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1593A,SPO.IT1593A_5_BETA_2010-01-01_00:00:00,42.77861,11.119170000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,96.43835616,100,96.43835616,26
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1670A,SPO.IT1670A_5_BETA_2005-01-19_00:00:00,44.139167,12.239167,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.35616438,100,98.35616438,39
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1753A,SPO.IT1753A_5_nephelometry_2006-02-01_00:00:00,41.557777999999999,14.663333,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,96.16438356,100,96.16438356,27
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1834A,SPO.IT1834A_5_BETA_2006-12-06_00:00:00,41.91028,12.54889,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.7260274,100,99.7260274,54
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1836A,SPO.IT1836A_5_BETA_2006-12-17_00:00:00,41.906388999999997,12.4475,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.63013699,100,98.63013699,49
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1873A,SPO.IT1873A_5_BETA_2006-11-22_00:00:00,45.616669999999992,8.75,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,94.24657534,100,94.24657534,62.6
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1801A,SPO.IT1801A_5_nephelometry_2006-02-01_00:00:00,41.998055999999998,14.993333000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Not valid,Verified,53.69863014,100,53.69863014,32
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1961A,SPO.IT1961A_5_BETA_2012-10-05_00:00:00,46.314779999999999,8.2559199999999997,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Not valid,Verified,19.7260274,100,19.7260274,6
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0508A,SPO.IT0508A_5_BETA_2001-01-01_00:00:00,46.797339999999998,11.94403,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,100,100,100,26
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0663A,SPO.IT0663A_5_gravi_2003-10-15_00:00:00,45.714443999999993,11.368611,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,100,100,100,40
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0839A,SPO.IT0839A_5_BETA_2007-09-25_00:00:00,45.367219999999989,9.7050000000000018,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,91.78082192,100,91.78082192,65.599998
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0885A,SPO.IT0885A_5_BETA_2005-04-01_00:00:00,42.091666999999994,11.8025,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,96.71232877,100,96.71232877,32
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT0912A,SPO.IT0912A_5_BETA_2011-02-04_00:00:00,45.193888999999992,9.1647219999999994,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,93.97260274,100,93.97260274,58.8
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1143A,SPO.IT1143A_5_BETA_2012-01-01_00:00:00,44.272529999999996,8.4388889999999996,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,95.34246575,100,95.34246575,31.85
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1144A,SPO.IT1144A_5_BETA_2013-01-01_00:00:00,44.293888999999993,8.4113889999999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.35616438,100,98.35616438,28.78
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1149A,SPO.IT1149A_5_BETA_2002-06-18_00:00:00,43.24777799999999,10.881667000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.08219178,100,98.08219178,14
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1163A,SPO.IT1163A_5_BETA_2010-01-01_00:00:00,44.472219999999993,11.416390000000002,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,92.87671233,100,92.87671233,44
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1200A,SPO.IT1200A_5_BETA_1998-12-29_00:00:00,41.61999999999999,13.330830000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.45205479,100,99.45205479,99
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1287A,SPO.IT1287A_5_BETA_2005-04-10_00:00:00,45.158611000000001,9.6983329999999999,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,96.16438356,100,96.16438356,64.2142
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1409A,SPO.IT1409A_5_BETA_1998-03-12_00:00:00,43.713889999999999,10.41056,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,98.08219178,100,98.08219178,42
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1676A,SPO.IT1676A_5_gravi_2008-07-01_00:00:00,45.440339999999992,8.6196900000000003,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,91.23287671,100,91.23287671,42
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1687A,SPO.IT1687A_5_BETA_2005-03-01_00:00:00,40.34626999999999,18.09507,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,90.4109589,100,90.4109589,44.6
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1771A,SPO.IT1771A_5_BETA_2009-03-20_00:00:00,44.650609999999993,10.906330000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.17808219,100,99.17808219,48
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1904A,SPO.IT1904A_5_gravi_2009-01-02_00:00:00,44.763350000000003,9.0524299999999993,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,99.17808219,100,99.17808219,26
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1932A,SPO.IT1932A_5_BETA_2008-01-01_00:00:00,40.364440000000002,18.17306,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,95.89041096,100,95.89041096,35.95
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT1967A,SPO.IT1967A_5_BETA_2012-10-09_00:00:00,46.168609999999994,9.8802799999999991,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,87.67123288,100,87.67123288,38.598708
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT2071A,SPO.IT2071A_5_gravi_2011-01-01_00:00:00,45.600279999999998,11.90222,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,88.21917808,100,88.21917808,62
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT2074A,SPO.IT2074A_5_BETA_2010-05-07_00:00:00,44.734729999999992,9.36693,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,97.26027397,100,97.26027397,18
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT2095A,SPO.IT2095A_5_BETA_2012-01-01_00:00:00,45.109542749999989,10.069241809999998,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,97.80821918,100,97.80821918,48.552496
Italy,2014,2019-02-08T08:42:56.403333Z,STA.IT2107A,SPO.IT2107A_5_BETA_2012-01-01_00:00:00,44.383332999999993,8.2838890000000003,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2014-01-01,2015-01-01,Valid,Verified,96.98630137,100,96.98630137,35.9
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT1588A,SPO.IT1588A_5_BETA_2003-08-07_00:00:00,45.816943999999999,8.8202780000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,96.43835616,100,96.43835616,52.700001
Italy,2017,2019-04-02T16:25:14.883333Z,STA.IT1592A,SPO.IT1592A_5_BETA_2016-01-14_00:00:00,42.762500000000003,11.110000000000001,Particulate matter < 10 µm (aerosol),1 year 90.4 percentile - COMPLIANCE,IT.ISPRA.AQD,ug.m-3,2017-01-01,2018-01-01,Valid,Verified,91.78082192,100,91.78082192,36
